Month,EPU_Index
2012-08-01,113.93638643464523
2012-09-01,48.86624496480769
2012-10-01,69.24454420153758
2012-11-01,51.32238792333059
2012-12-01,73.14780703418974
2013-01-01,39.04770415433235
2013-02-01,80.66779632278023
2013-03-01,54.51974849763269
2013-04-01,84.56858489534584
2013-05-01,57.72628282856333
2013-06-01,40.73825096020274
2013-07-01,81.47650192040548
2013-08-01,55.965954775077535
2013-09-01,132.44059752548725
2013-10-01,147.65912758373352
2013-11-01,94.45014332745308
2013-12-01,134.13114433135763
2014-01-01,72.99624662116796
2014-02-01,47.527959453569856
2014-03-01,83.30519805865522
2014-04-01,60.79084453361813
2014-05-01,128.06827673455982
2014-06-01,52.627121141066596
2014-07-01,71.79943416963897
2014-08-01,79.78595511453508
2014-09-01,98.46453378876606
2014-10-01,111.42900143918517
2014-11-01,57.71710907193481
2014-12-01,217.27067178774792
2015-01-01,76.40486150279432
2015-02-01,35.08474742737773
2015-03-01,77.47128521572101
2015-04-01,26.53471088052481
2015-05-01,31.685306302379903
2015-06-01,64.51599132193046
2015-07-01,98.85540067439072
2015-08-01,165.6438019174054
2015-09-01,221.10684858151302
2015-10-01,244.74502644800995
2015-11-01,96.90962820873536
2015-12-01,177.2314148564544
2016-01-01,94.38990605720052
2016-02-01,87.65126107745743
2016-03-01,90.84442318960954
2016-04-01,54.587839736413315
2016-05-01,149.3735868540767
2016-06-01,79.06141294098647
2016-07-01,81.33382286207069
2016-08-01,116.43691780270545
2016-09-01,57.98269398309688
2016-10-01,55.43311313934851
2016-11-01,188.1449931165151
2016-12-01,137.96371231970997
2017-01-01,151.28701354009942
2017-02-01,144.86546203842232
2017-03-01,106.74686855777215
2017-04-01,55.302020092515775
2017-05-01,64.65163254777012
2017-06-01,39.04770415433235
2017-07-01,48.643404645981384
2017-08-01,52.03825889266495
2017-09-01,45.24855039929783
2017-10-01,71.30569981529757
2017-11-01,61.93987577091959
2017-12-01,63.30840813291362
2018-01-01,40.73825096020274
2018-02-01,109.47700898111796
2018-03-01,59.41682963443371
2018-04-01,141.2058959113469
2018-05-01,166.2464609339881
2018-06-01,70.59606763820206
2018-07-01,97.04415877237201
2018-08-01,125.80262831523058
2018-09-01,113.03862603921796
2018-10-01,128.09579800444538
2018-11-01,169.7977548739492
2018-12-01,140.8448128853902
2019-01-01,161.23854457046775
2019-02-01,80.05612690401142
2019-03-01,103.5636954762628
2019-04-01,71.56211096983112
2019-05-01,69.06081116409891
2019-06-01,63.891868228986766
2019-07-01,102.67812673112232
2019-08-01,126.61689366444189
2019-09-01,83.58788526989788
2019-10-01,114.60840291639448
2019-11-01,150.91900621350052
2019-12-01,161.18407967327803
2020-01-01,157.32113310688672
2020-02-01,179.9223757319361
2020-03-01,123.84068295975887
2020-04-01,156.82318209496543
2020-05-01,200.14087259113006
2020-06-01,162.75385655045454
2020-07-01,114.30718693995601
2020-08-01,161.2201970572107
2020-09-01,266.633680565678
2020-10-01,154.274828011342
2020-11-01,118.63573873863601
2020-12-01,140.19631065117613
2021-01-01,44.640600196170475
2021-02-01,102.26520105076564
2021-03-01,72.44190477583969
2021-04-01,63.70150840332317
2021-05-01,102.38690277157387
2021-06-01,105.13302730015943
2021-07-01,82.11563254898591
2021-08-01,74.91944362055077
2021-09-01,71.15384700033425
2021-10-01,115.65464620782237
2021-11-01,123.23694941421144
2021-12-01,166.28324136077475
2022-01-01,115.48909508230561
2022-02-01,104.0902784202727
2022-03-01,166.89041242312615
2022-04-01,112.68858565805787
2022-05-01,85.5324696747356
2022-06-01,129.55323826808785
2022-07-01,95.87367613402229
2022-08-01,248.96440681005512
2022-09-01,110.34717611647723
2022-10-01,154.88979352886042
2022-11-01,219.49768605862278
2022-12-01,140.48902253558975
2023-01-01,176.48565734261024
2023-02-01,141.88742458074285
2023-03-01,137.7052591310372
2023-04-01,85.41385829828104
2023-05-01,138.8840942900435
2023-06-01,66.21869297444186
2023-07-01,62.72077264463694
2023-08-01,106.07756785612014
2023-09-01,69.47666831790283
2023-10-01,131.19593376034214
2023-11-01,113.93078328029098
2023-12-01,131.1313182641179
2024-01-01,101.49056132166615
2024-02-01,102.69539120669124
2024-03-01,81.631664304448
2024-04-01,125.93178505599633
2024-05-01,115.55296514483832
2024-06-01,87.2439276353062
2024-07-01,108.82800911119541
2024-08-01,104.73505588168993
2024-09-01,90.15286875193546
2024-10-01,154.02468513394737
2024-11-01,192.9159446364729
2024-12-01,175.07842860536817
